sa2_code,sa2_name,sa3_name,region,population,venue_count,venues_per_10k,irsd_decile,irsd_score
212021295,Doveton,Casey - North,Greater Melbourne,11889.0,0,0.0,1.0,832.0554601
212021297,Hallam,Casey - North,Greater Melbourne,11472.0,1,0.8716875871687587,2.0,917.2770092
212021299,Narre Warren North,Casey - North,Greater Melbourne,8241.0,2,2.4268899405411966,9.0,1067.871877
212021453,Endeavour Hills - North,Casey - North,Greater Melbourne,12086.0,0,0.0,5.0,996.4946778
212021454,Endeavour Hills - South,Casey - North,Greater Melbourne,13360.0,0,0.0,5.0,998.3281827
212021455,Narre Warren - North East,Casey - North,Greater Melbourne,13504.0,0,0.0,5.0,1010.381698
212021456,Narre Warren - South West,Casey - North,Greater Melbourne,14758.0,0,0.0,3.0,953.2876268
212021553,Berwick - South East,Casey - North,Greater Melbourne,17760.0,1,0.5630630630630631,8.0,1058.749042
212021554,Berwick - South West,Casey - North,Greater Melbourne,11254.0,0,0.0,7.0,1044.373327
212031300,Cranbourne,Casey - South,Greater Melbourne,21281.0,0,0.0,2.0,920.2990769
212031303,Cranbourne South,Casey - South,Greater Melbourne,17400.0,0,0.0,8.0,1053.511407
212031304,Cranbourne West,Casey - South,Greater Melbourne,21535.0,0,0.0,4.0,989.4744081
212031306,Lynbrook - Lyndhurst,Casey - South,Greater Melbourne,18027.0,0,0.0,6.0,1020.585775
212031308,Pearcedale - Tooradin,Casey - South,Greater Melbourne,8024.0,0,0.0,7.0,1035.534296
212031457,Narre Warren South - East,Casey - South,Greater Melbourne,13152.0,0,0.0,6.0,1030.288856
212031458,Narre Warren South - West,Casey - South,Greater Melbourne,16713.0,0,0.0,3.0,968.1783621
212031555,Clyde North - North,Casey - South,Greater Melbourne,10535.0,0,0.0,9.0,1065.857036
212031556,Clyde North - South,Casey - South,Greater Melbourne,14802.0,0,0.0,7.0,1045.733996
212031557,Cranbourne East - North,Casey - South,Greater Melbourne,23415.0,0,0.0,5.0,1001.299509
212031558,Cranbourne East - South,Casey - South,Greater Melbourne,12289.0,5,4.068679306697046,6.0,1019.35603
212031559,Cranbourne North - East,Casey - South,Greater Melbourne,12772.0,0,0.0,6.0,1013.078417
212031560,Cranbourne North - West,Casey - South,Greater Melbourne,11910.0,0,0.0,2.0,946.0908799
212031561,Hampton Park - East,Casey - South,Greater Melbourne,12715.0,0,0.0,2.0,916.6970315
212031562,Hampton Park - West,Casey - South,Greater Melbourne,13368.0,0,0.0,1.0,892.5909792
212041309,Clarinda - Oakleigh South,Dandenong,Greater Melbourne,11554.0,0,0.0,4.0,990.0324044
212041310,Clayton South,Dandenong,Greater Melbourne,13381.0,0,0.0,3.0,954.0459268
212041312,Dandenong North,Dandenong,Greater Melbourne,22526.0,0,0.0,2.0,926.2576006
212041313,Dingley Village,Dandenong,Greater Melbourne,10499.0,1,0.9524716639679969,9.0,1066.427157
212041316,Noble Park North,Dandenong,Greater Melbourne,7456.0,0,0.0,2.0,936.4972064
212041317,Springvale,Dandenong,Greater Melbourne,22248.0,0,0.0,1.0,845.1678257
212041318,Springvale South,Dandenong,Greater Melbourne,12621.0,0,0.0,1.0,830.8222505
212041459,Noble Park - East,Dandenong,Greater Melbourne,12739.0,0,0.0,2.0,904.2402644
212041460,Noble Park - West,Dandenong,Greater Melbourne,19591.0,1,0.5104384666428462,1.0,852.645408
212041563,Dandenong - North,Dandenong,Greater Melbourne,21487.0,0,0.0,1.0,827.562527
212041564,Dandenong - South,Dandenong,Greater Melbourne,9350.0,0,0.0,1.0,817.5942935
212041565,Keysborough - North,Dandenong,Greater Melbourne,15096.0,1,0.6624271330153684,2.0,914.4904786
212041566,Keysborough - South,Dandenong,Greater Melbourne,15093.0,1,0.6625588020936858,7.0,1039.126293
212051319,Ashwood - Chadstone,Monash,Greater Melbourne,19507.0,0,0.0,7.0,1033.104612
212051321,Glen Waverley - East,Monash,Greater Melbourne,21603.0,0,0.0,8.0,1054.956474
212051322,Glen Waverley - West,Monash,Greater Melbourne,21036.0,0,0.0,7.0,1038.831665
212051323,Mount Waverley - North,Monash,Greater Melbourne,16073.0,1,0.6221613886642194,9.0,1064.561604
212051324,Mount Waverley - South,Monash,Greater Melbourne,19265.0,0,0.0,9.0,1067.849932
212051325,Mulgrave,Monash,Greater Melbourne,19889.0,3,1.5083714616119464,7.0,1037.505321
212051326,Oakleigh - Huntingdale,Monash,Greater Melbourne,22928.0,0,0.0,7.0,1037.848351
212051327,Wheelers Hill,Monash,Greater Melbourne,20652.0,0,0.0,9.0,1065.688634
212051567,Clayton (North) - Notting Hill,Monash,Greater Melbourne,9829.0,1,1.0173974972021569,4.0,981.2724921
212051568,Clayton - Central,Monash,Greater Melbourne,12052.0,0,0.0,4.0,982.9454809
213011328,Ardeer - Albion,Brimbank,Greater Melbourne,7502.0,0,0.0,2.0,902.572601
213011329,Cairnlea,Brimbank,Greater Melbourne,10038.0,0,0.0,3.0,951.2603906
213011331,Delahey,Brimbank,Greater Melbourne,8077.0,0,0.0,1.0,899.1988787
213011332,Keilor Downs,Brimbank,Greater Melbourne,13082.0,0,0.0,3.0,965.0652199
213011333,Kings Park (Vic.),Brimbank,Greater Melbourne,13983.0,0,0.0,1.0,826.9779531
213011334,St Albans - North,Brimbank,Greater Melbourne,20581.0,0,0.0,1.0,825.3358934
213011335,St Albans - South,Brimbank,Greater Melbourne,17454.0,0,0.0,1.0,821.249145
213011336,Sunshine,Brimbank,Greater Melbourne,9445.0,1,1.058761249338274,2.0,931.133211
213011337,Sunshine North,Brimbank,Greater Melbourne,12047.0,0,0.0,1.0,864.7831343
213011338,Sunshine West,Brimbank,Greater Melbourne,18558.0,0,0.0,1.0,884.426059
213011339,Sydenham,Brimbank,Greater Melbourne,11726.0,0,0.0,4.0,982.7298478
213011340,Taylors Lakes,Brimbank,Greater Melbourne,16910.0,0,0.0,7.0,1041.992094
213011569,Deer Park,Brimbank,Greater Melbourne,18004.0,0,0.0,1.0,899.0551598
213011570,Derrimut,Brimbank,Greater Melbourne,8653.0,0,0.0,4.0,986.8930508
213021341,Altona,Hobsons Bay,Greater Melbourne,13556.0,0,0.0,7.0,1040.310259
213021342,Altona Meadows,Hobsons Bay,Greater Melbourne,18479.0,0,0.0,4.0,982.7638274
213021343,Altona North,Hobsons Bay,Greater Melbourne,14931.0,1,0.6697475051905432,3.0,967.8926399
213021344,Newport,Hobsons Bay,Greater Melbourne,18753.0,2,1.0664960273022983,9.0,1074.894897
213021345,Seabrook,Hobsons Bay,Greater Melbourne,4952.0,0,0.0,6.0,1024.00574
213021346,Williamstown,Hobsons Bay,Greater Melbourne,15912.0,2,1.256913021618904,9.0,1066.86909
213031347,Braybrook,Maribyrnong,Greater Melbourne,19068.0,1,0.5244388504300398,2.0,925.0803233
213031348,Footscray,Maribyrnong,Greater Melbourne,17131.0,3,1.7512112544509952,4.0,986.6255902
213031349,Maribyrnong,Maribyrnong,Greater Melbourne,12573.0,0,0.0,7.0,1044.865817
213031350,Seddon - Kingsville,Maribyrnong,Greater Melbourne,9247.0,0,0.0,8.0,1059.648677
213031351,West Footscray - Tottenham,Maribyrnong,Greater Melbourne,11735.0,1,0.8521516829995739,6.0,1015.854005
213031352,Yarraville,Maribyrnong,Greater Melbourne,15463.0,0,0.0,9.0,1076.595765
213041353,Bacchus Marsh,Melton - Bacchus Marsh,Greater Melbourne,24717.0,0,0.0,5.0,1011.241467
213041358,Melton West,Melton - Bacchus Marsh,Greater Melbourne,21208.0,0,0.0,2.0,940.2466254
213041359,Rockbank - Mount Cottrell,Melton - Bacchus Marsh,Greater Melbourne,17553.0,0,0.0,7.0,1034.934893
213041360,Taylors Hill,Melton - Bacchus Marsh,Greater Melbourne,19539.0,0,0.0,7.0,1033.637017
213041461,Burnside,Melton - Bacchus Marsh,Greater Melbourne,5800.0,0,0.0,4.0,981.9626977
213041462,Burnside Heights,Melton - Bacchus Marsh,Greater Melbourne,6377.0,0,0.0,5.0,1006.290976
213041463,Caroline Springs,Melton - Bacchus Marsh,Greater Melbourne,20365.0,0,0.0,6.0,1013.942572
213041571,Brookfield,Melton - Bacchus Marsh,Greater Melbourne,9829.0,0,0.0,3.0,952.1537035
213041572,Cobblebank - Strathtulloh,Melton - Bacchus Marsh,Greater Melbourne,7598.0,0,0.0,5.0,1006.929816
213041573,Eynesbury - Exford,Melton - Bacchus Marsh,Greater Melbourne,2990.0,0,0.0,10.0,1089.772164
213041574,Fraser Rise - Plumpton,Melton - Bacchus Marsh,Greater Melbourne,10098.0,0,0.0,7.0,1046.714168
213041575,Hillside,Melton - Bacchus Marsh,Greater Melbourne,16182.0,0,0.0,7.0,1035.336161
213041576,Kurunjang - Toolern Vale,Melton - Bacchus Marsh,Greater Melbourne,11632.0,1,0.859697386519945,3.0,947.3532796
213041577,Melton,Melton - Bacchus Marsh,Greater Melbourne,7886.0,1,1.26806999746386,1.0,849.358245
213041578,Melton South - Weir Views,Melton - Bacchus Marsh,Greater Melbourne,16658.0,0,0.0,1.0,877.2332129
213051361,Hoppers Crossing - North,Wyndham,Greater Melbourne,18446.0,0,0.0,3.0,970.0824866
213051362,Hoppers Crossing - South,Wyndham,Greater Melbourne,18772.0,0,0.0,2.0,943.994489
213051363,Laverton,Wyndham,Greater Melbourne,11459.0,0,0.0,5.0,993.0342626
213051368,Werribee - South,Wyndham,Greater Melbourne,16810.0,2,1.189767995240928,5.0,1005.075015
213051464,Point Cook - East,Wyndham,Greater Melbourne,19274.0,3,1.5565009857839576,8.0,1050.505537
213051466,Point Cook - South,Wyndham,Greater Melbourne,19091.0,1,0.5238070294903358,9.0,1072.377869
213051467,Werribee - East,Wyndham,Greater Melbourne,19010.0,0,0.0,1.0,895.4328579
213051468,Werribee - West,Wyndham,Greater Melbourne,22341.0,0,0.0,5.0,1007.33776
213051579,Manor Lakes - Quandong,Wyndham,Greater Melbourne,10616.0,0,0.0,7.0,1040.94133
213051580,Point Cook - North East,Wyndham,Greater Melbourne,14167.0,0,0.0,7.0,1039.823099
213051581,Point Cook - North West,Wyndham,Greater Melbourne,9565.0,0,0.0,8.0,1054.451561
213051582,Tarneit (West) - Mount Cottrell,Wyndham,Greater Melbourne,10132.0,0,0.0,6.0,1025.225881
213051583,Tarneit - Central,Wyndham,Greater Melbourne,28116.0,0,0.0,6.0,1015.068927
213051584,Tarneit - North,Wyndham,Greater Melbourne,7197.0,0,0.0,7.0,1031.897502
213051585,Tarneit - South,Wyndham,Greater Melbourne,11182.0,2,1.7885888034340904,4.0,988.3144267
213051586,Truganina - North,Wyndham,Greater Melbourne,9340.0,0,0.0,7.0,1040.180372
213051587,Truganina - South East,Wyndham,Greater Melbourne,9596.0,0,0.0,8.0,1049.858758
213051588,Truganina - South West,Wyndham,Greater Melbourne,19065.0,0,0.0,5.0,992.2949227
213051589,Wyndham Vale - North,Wyndham,Greater Melbourne,9032.0,0,0.0,4.0,980.3114443
213051590,Wyndham Vale - South,Wyndham,Greater Melbourne,13546.0,1,0.7382253063635023,3.0,958.3089167
214011370,Carrum Downs,Frankston,Greater Melbourne,21976.0,0,0.0,4.0,985.8443321
214011371,Frankston,Frankston,Greater Melbourne,23586.0,2,0.8479606546256254,4.0,971.7351039
214011372,Frankston North,Frankston,Greater Melbourne,19453.0,0,0.0,2.0,925.3516306
214011373,Frankston South,Frankston,Greater Melbourne,18801.0,0,0.0,9.0,1069.497335
214011374,Langwarrin,Frankston,Greater Melbourne,24939.0,4,1.6039135490597056,7.0,1040.351747
214011375,Seaford (Vic.),Frankston,Greater Melbourne,17215.0,0,0.0,5.0,997.1731842
214011376,Skye - Sandhurst,Frankston,Greater Melbourne,13303.0,1,0.7517101405697962,8.0,1048.567469
214021377,Dromana,Mornington Peninsula,Greater Melbourne,13366.0,0,0.0,6.0,1025.882805
214021378,Flinders,Mornington Peninsula,Greater Melbourne,5995.0,1,1.6680567139282736,10.0,1092.893474
214021379,Hastings - Somers,Mornington Peninsula,Greater Melbourne,23970.0,2,0.8343763037129746,5.0,1005.732473
214021381,Mount Eliza,Mornington Peninsula,Greater Melbourne,18734.0,0,0.0,10.0,1103.553815
214021382,Mount Martha,Mornington Peninsula,Greater Melbourne,19846.0,0,0.0,9.0,1078.690606
214021383,Point Nepean,Mornington Peninsula,Greater Melbourne,19811.0,0,0.0,7.0,1039.61485
214021384,Rosebud - McCrae,Mornington Peninsula,Greater Melbourne,22944.0,0,0.0,4.0,982.4969372
214021385,Somerville,Mornington Peninsula,Greater Melbourne,18522.0,0,0.0,7.0,1035.688533
214021591,Mornington - East,Mornington Peninsula,Greater Melbourne,15175.0,0,0.0,6.0,1019.540873
214021592,Mornington - West,Mornington Peninsula,Greater Melbourne,10581.0,0,0.0,7.0,1043.117385
215011386,Ararat,Grampians,Rest of Vic.,8500.0,2,2.3529411764705883,2.0,928.548849
215011387,Ararat Surrounds,Grampians,Rest of Vic.,3204.0,1,3.1210986267166043,6.0,1019.529458
215011388,Horsham,Grampians,Rest of Vic.,16985.0,4,2.355019134530468,4.0,978.1867775
215011389,Horsham Surrounds,Grampians,Rest of Vic.,3471.0,1,2.881014116969173,8.0,1049.132435
215011390,Nhill Region,Grampians,Rest of Vic.,6956.0,0,0.0,3.0,952.8781067
215011391,St Arnaud,Grampians,Rest of Vic.,3453.0,0,0.0,3.0,951.3208978
215011392,Stawell,Grampians,Rest of Vic.,8504.0,2,2.351834430856068,3.0,951.3747046
215011393,West Wimmera,Grampians,Rest of Vic.,2766.0,0,0.0,4.0,982.9150284
215011394,Yarriambiack,Grampians,Rest of Vic.,6501.0,0,0.0,2.0,944.7365921
215021395,Irymple,Mildura,Rest of Vic.,7700.0,0,0.0,6.0,1030.646153
215021396,Merbein,Mildura,Rest of Vic.,4976.0,0,0.0,3.0,958.0830664
215021398,Mildura Surrounds,Mildura,Rest of Vic.,3726.0,0,0.0,4.0,974.6048257
215021399,Red Cliffs,Mildura,Rest of Vic.,6138.0,0,0.0,2.0,930.7502821
215021469,Mildura - North,Mildura,Rest of Vic.,18027.0,0,0.0,1.0,884.5810675
215021470,Mildura - South,Mildura,Rest of Vic.,16408.0,0,0.0,3.0,948.5396604
215031400,Buloke,Murray River - Swan Hill,Rest of Vic.,6184.0,0,0.0,4.0,975.0490374
215031401,Gannawarra,Murray River - Swan Hill,Rest of Vic.,6719.0,1,1.488316713796696,4.0,972.1846636
215031402,Kerang,Murray River - Swan Hill,Rest of Vic.,3960.0,0,0.0,2.0,918.8353986
215031403,Robinvale,Murray River - Swan Hill,Rest of Vic.,3740.0,0,0.0,1.0,823.3010565
215031404,Swan Hill,Murray River - Swan Hill,Rest of Vic.,11186.0,2,1.7879492222420883,3.0,961.2820914
215031405,Swan Hill Surrounds,Murray River - Swan Hill,Rest of Vic.,6477.0,0,0.0,4.0,972.9384023
216011406,Echuca,Campaspe,Rest of Vic.,15636.0,0,0.0,3.0,970.5496952
216011407,Kyabram,Campaspe,Rest of Vic.,11121.0,0,0.0,3.0,960.6146602
216011408,Lockington - Gunbower,Campaspe,Rest of Vic.,3927.0,1,2.5464731347084286,5.0,998.3763426
216011409,Rochester,Campaspe,Rest of Vic.,4016.0,0,0.0,3.0,948.4046467
216011410,Rushworth,Campaspe,Rest of Vic.,4193.0,1,2.3849272597185784,2.0,941.3382188
216021411,Cobram,Moira,Rest of Vic.,6465.0,0,0.0,2.0,909.9950393
216021412,Moira,Moira,Rest of Vic.,2843.0,1,3.5174111853675694,4.0,989.1094972
216021413,Numurkah,Moira,Rest of Vic.,12555.0,2,1.5929908403026682,3.0,965.6260804
216021414,Yarrawonga,Moira,Rest of Vic.,8661.0,1,1.1546010853250201,4.0,973.5780707
216031415,Mooroopna,Shepparton,Rest of Vic.,8312.0,1,1.2030798845043311,1.0,889.8430374
216031416,Shepparton - North,Shepparton,Rest of Vic.,19928.0,2,1.0036130068245686,3.0,961.3295204
216031418,Shepparton Surrounds - East,Shepparton,Rest of Vic.,4017.0,0,0.0,7.0,1034.365985
216031419,Shepparton Surrounds - West,Shepparton,Rest of Vic.,10346.0,4,3.8662284941040013,4.0,974.6580795
216031593,Kialla,Shepparton,Rest of Vic.,9082.0,0,0.0,7.0,1041.973638
216031594,Shepparton - South East,Shepparton,Rest of Vic.,16520.0,0,0.0,1.0,854.4006287
217011420,Glenelg (Vic.),Glenelg - Southern Grampians,Rest of Vic.,8920.0,3,3.36322869955157,4.0,979.0471626
217011421,Hamilton (Vic.),Glenelg - Southern Grampians,Rest of Vic.,10346.0,1,0.9665571235260003,4.0,983.6221462
217011422,Portland,Glenelg - Southern Grampians,Rest of Vic.,11230.0,0,0.0,2.0,931.0572321
217011423,Southern Grampians,Glenelg - Southern Grampians,Rest of Vic.,6301.0,1,1.5870496746548166,5.0,1010.964247
217031471,Camperdown,Colac - Corangamite,Rest of Vic.,3491.0,1,2.864508736751647,3.0,966.7198922
217031472,Colac,Colac - Corangamite,Rest of Vic.,12756.0,1,0.7839448102853559,2.0,938.8010321
217031473,Colac Surrounds,Colac - Corangamite,Rest of Vic.,5669.0,0,0.0,6.0,1026.706655
217031474,Corangamite - North,Colac - Corangamite,Rest of Vic.,5395.0,0,0.0,3.0,962.8160245
217031475,Corangamite - South,Colac - Corangamite,Rest of Vic.,7180.0,0,0.0,5.0,1009.573395
217031476,Otway,Colac - Corangamite,Rest of Vic.,4008.0,2,4.99001996007984,5.0,1003.817061
217041477,Moyne - East,Warrnambool,Rest of Vic.,7018.0,1,1.4249073810202337,5.0,1010.519714
217041478,Moyne - West,Warrnambool,Rest of Vic.,10014.0,1,0.9986019572598362,7.0,1040.247521
217041479,Warrnambool - North,Warrnambool,Rest of Vic.,22405.0,3,1.3389868332961392,5.0,993.7983589
217041480,Warrnambool - South,Warrnambool,Rest of Vic.,13337.0,1,0.7497938067031567,5.0,998.6073453
297979799,Migratory - Offshore - Shipping (Vic.),Migratory - Offshore - Shipping (Vic.),Migratory - Offshore - Shipping (Vic.),,0,,,
299999499,No usual address (Vic.),No usual address (Vic.),No usual address (Vic.),,0,,,
